,Make,Vehicle_type,Engine_size_L,Cylinders,Transmission,Fuel_type,Fuel_consumption_city_L_per_100km,Fuel_consumption_hwy_L_per_100km,Fuel_consumption_comb_L_per_100km,Fuel_consumption_comb_mpg,CO2_emissions_g_per_km
378,ford,pickuptruck_standard,3.7,6,AS6,ethanol,18.8,13.7,16.5,17,264
379,ford,pickuptruck_standard,5.0,8,A6,gasoline,16.4,12.3,14.6,19,336
380,ford,pickuptruck_standard,5.0,8,A6,ethanol,22.1,16.7,19.7,14,315
381,ford,pickuptruck_standard,5.0,8,AS6,gasoline,16.4,12.3,14.6,19,336
382,ford,pickuptruck_standard,5.0,8,AS6,ethanol,22.1,16.7,19.7,14,315
383,ford,pickuptruck_standard,3.7,6,A6,gasoline,15.0,11.4,13.4,21,308
384,ford,pickuptruck_standard,3.7,6,A6,ethanol,20.2,15.3,18.0,16,288
385,ford,pickuptruck_standard,3.7,6,AS6,gasoline,15.0,11.4,13.4,21,308
386,ford,pickuptruck_standard,3.7,6,AS6,ethanol,20.2,15.3,18.0,16,288
387,ford,pickuptruck_standard,5.0,8,A6,gasoline,16.8,12.6,14.9,19,343
388,ford,pickuptruck_standard,5.0,8,A6,ethanol,22.4,17.0,20.0,14,320
389,ford,pickuptruck_standard,5.0,8,AS6,gasoline,16.7,12.5,14.8,19,340
390,ford,pickuptruck_standard,5.0,8,AS6,ethanol,22.4,16.9,19.9,14,318
391,ford,pickuptruck_standard,6.2,8,AS6,gasoline,20.4,15.0,18.0,16,414
392,ford,subcompact,1.6,4,AS6,gasoline,8.5,6.5,7.6,37,175
393,ford,subcompact,1.6,4,M5,gasoline,8.6,6.4,7.6,37,175
394,ford,subcompact,1.0,4,M5,gasoline,7.5,5.5,6.6,43,152
395,ford,subcompact,1.6,4,AS6,gasoline,8.0,5.8,7.0,40,161
396,ford,compact,1.6,4,M6,gasoline,8.9,6.8,8.0,35,184
397,ford,suv_standard,3.5,6,AS6,gasoline,13.2,9.4,11.5,25,264
398,ford,suv_standard,3.5,6,AS6,gasoline,13.7,10.2,12.1,23,278
399,ford,suv_standard,3.5,6,AS6,gasoline,14.8,10.4,12.8,22,294
400,ford,compact,2.0,4,M6,gasoline,10.2,7.4,8.9,32,205
401,ford,compact,2.0,4,A6,gasoline,8.8,6.4,7.7,37,177
402,ford,compact,2.0,4,A6,ethanol,11.7,8.5,10.3,27,165
403,ford,compact,2.0,4,AS6,gasoline,8.9,6.4,7.8,36,179
404,ford,compact,2.0,4,AS6,ethanol,11.7,8.5,10.3,27,165
405,ford,compact,2.0,4,M5,gasoline,9.1,6.6,8.0,35,184
406,ford,compact,2.0,4,M5,ethanol,11.9,8.9,10.6,27,170
407,ford,compact,2.0,4,A6,gasoline,8.4,5.8,7.2,39,166
408,ford,compact,2.0,4,A6,ethanol,11.6,8.3,10.1,28,162
409,ford,mid_size,1.5,4,AS6,gasoline,10.1,6.6,8.5,33,196
410,ford,mid_size,1.6,4,M6,gasoline,9.4,6.4,8.1,35,186
411,ford,mid_size,2.0,4,AS6,gasoline,10.5,7.1,9.0,31,207
412,ford,mid_size,2.5,4,AS6,gasoline,10.5,7.0,8.9,32,205
413,ford,mid_size,1.5,4,AS6,gasoline,9.5,6.3,8.1,35,186
414,ford,mid_size,2.0,4,AS6,gasoline,10.9,7.5,9.4,30,216
415,ford,mid_size,2.0,4,AV,gasoline,5.3,5.7,5.5,51,126
416,ford,subcompact,3.7,6,A6,gasoline,12.1,7.8,10.2,28,235
417,ford,subcompact,3.7,6,M6,gasoline,12.7,8.1,10.6,27,244
418,ford,subcompact,5.0,8,A6,gasoline,13.3,9.3,11.5,25,264
419,ford,subcompact,5.0,8,M6,gasoline,15.4,9.4,12.7,22,292
420,ford,subcompact,5.8,8,M6,electricity,15.9,9.9,13.2,21,304
421,ford,subcompact,3.7,6,A6,gasoline,12.5,8.2,10.6,27,244
422,ford,full_size,2.0,4,AS6,gasoline,10.5,7.3,9.1,31,209
423,ford,full_size,3.5,6,AS6,gasoline,13.7,9.4,11.8,24,271
424,ford,full_size,3.5,6,AS6,gasoline,12.1,8.1,10.3,27,237
425,ford,full_size,3.5,6,AS6,ethanol,17.0,11.1,14.3,20,229
426,ford,full_size,3.5,6,AS6,gasoline,13.0,9.1,11.2,25,258
427,ford,full_size,3.5,6,AS6,ethanol,18.4,12.5,15.7,18,251
428,ford,specialpurposevehicle,1.6,4,AS6,gasoline,10.8,8.0,9.5,30,218
429,ford,specialpurposevehicle,2.5,4,AS6,gasoline,11.3,8.2,9.9,29,228
430,ford,specialpurposevehicle,1.6,4,AS6,gasoline,11.5,8.3,10.1,28,232
431,ford,specialpurposevehicle,2.5,4,AS6,gasoline,11.9,8.5,10.4,27,239
432,gmc,suv_standard,3.6,6,A6,gasoline,14.3,9.9,12.3,23,283
433,gmc,suv_standard,3.6,6,A6,gasoline,14.9,10.4,12.9,22,297
434,gmc,van_cargo,4.3,6,A4,gasoline,17.1,12.7,15.1,19,347
435,gmc,van_cargo,5.3,8,A4,gasoline,18.0,13.4,15.9,18,366
436,gmc,van_cargo,5.3,8,A4,ethanol,23.5,17.7,20.9,14,334
437,gmc,van_cargo,5.3,8,A4,gasoline,18.3,14.2,16.5,17,380
438,gmc,van_cargo,5.3,8,A4,ethanol,23.7,18.8,21.5,13,344
439,gmc,van_cargo,5.3,8,A4,gasoline,18.6,13.9,16.5,17,380
440,gmc,van_cargo,5.3,8,A4,ethanol,23.9,18.5,21.5,13,344
442,gmc,van_cargo,5.3,8,A4,ethanol,25.3,19.3,22.6,12,362
443,gmc,van_passenger,5.3,8,A4,gasoline,18.6,13.9,16.5,17,380
444,gmc,van_passenger,5.3,8,A4,ethanol,23.9,18.5,21.5,13,344
445,gmc,van_passenger,5.3,8,A4,gasoline,18.3,14.2,16.5,17,380
446,gmc,van_passenger,5.3,8,A4,ethanol,25.3,19.3,22.6,12,362
447,gmc,van_passenger,4.8,8,A6,gasoline,21.1,14.2,18.0,16,414
448,gmc,van_passenger,6.0,8,A6,gasoline,21.9,15.0,18.8,15,432
449,gmc,van_passenger,6.0,8,A6,ethanol,30.0,20.4,25.7,11,411
450,gmc,van_passenger,4.8,8,A6,gasoline,21.3,14.3,18.2,16,419
451,gmc,van_passenger,6.0,8,A6,gasoline,22.1,15.0,18.9,15,435
452,gmc,van_passenger,6.0,8,A6,ethanol,30.2,20.5,25.8,11,413
453,gmc,pickuptruck_standard,4.3,6,A6,gasoline,13.4,9.9,11.8,24,271
454,gmc,pickuptruck_standard,4.3,6,A6,ethanol,18.9,14.2,16.8,17,269
455,gmc,pickuptruck_standard,5.3,8,A6,gasoline,14.6,10.3,12.7,22,292
456,gmc,pickuptruck_standard,5.3,8,A6,ethanol,19.5,13.7,16.9,17,270
457,gmc,pickuptruck_standard,6.2,8,A6,electricity,16.3,11.4,14.1,20,324
458,gmc,pickuptruck_standard,4.3,6,A6,gasoline,14.2,10.6,12.6,22,290
459,gmc,pickuptruck_standard,4.3,6,A6,ethanol,20.0,15.1,17.8,16,285
460,gmc,pickuptruck_standard,5.3,8,A6,gasoline,14.9,10.6,13.0,22,299
461,gmc,pickuptruck_standard,5.3,8,A6,ethanol,19.9,14.2,17.3,16,277
462,gmc,pickuptruck_standard,6.2,8,A6,electricity,16.4,11.7,14.3,20,329
463,gmc,suv_small,2.4,4,A6,gasoline,10.5,7.3,9.1,31,209
464,gmc,suv_small,3.6,6,A6,gasoline,13.9,9.6,12.0,24,276
465,gmc,suv_small,3.6,6,A6,ethanol,18.8,13.1,16.2,17,259
466,gmc,suv_small,2.4,4,A6,gasoline,11.5,8.2,10.0,28,230
467,gmc,suv_small,3.6,6,A6,gasoline,14.8,9.9,12.6,22,290
468,gmc,suv_small,3.6,6,A6,ethanol,19.8,13.6,17.0,17,272
469,gmc,suv_standard,5.3,8,A6,gasoline,16.0,11.1,13.8,20,317
470,gmc,suv_standard,5.3,8,A6,ethanol,21.5,14.6,18.4,15,294
473,gmc,suv_standard,6.2,8,A6,electricity,17.0,11.8,14.7,19,338
474,gmc,suv_standard,6.2,8,A6,ethanol,23.3,16.1,20.1,14,322
475,gmc,suv_standard,6.2,8,A6,electricity,18.8,13.4,16.4,17,377
476,gmc,suv_standard,6.2,8,A6,ethanol,25.7,17.8,22.1,13,354
481,honda,mid_size,2.4,4,AV,gasoline,9.0,6.6,7.9,36,182
482,honda,mid_size,2.4,4,AV7,gasoline,9.1,6.9,8.1,35,186
483,honda,mid_size,2.4,4,M6,gasoline,10.1,6.9,8.7,32,200
484,honda,mid_size,3.5,6,A6,gasoline,11.0,6.8,9.1,31,209
485,honda,mid_size,3.5,6,AS6,gasoline,11.4,7.3,9.6,29,221
486,honda,mid_size,3.5,6,M6,gasoline,13.0,8.4,10.9,26,251
487,honda,mid_size,2.0,4,AV,gasoline,4.7,4.9,4.8,59,110
488,honda,compact,1.8,4,AV,gasoline,7.9,6.0,7.0,40,161
489,honda,compact,1.8,4,AV7,gasoline,8.1,6.2,7.2,39,166
490,honda,compact,1.8,4,M5,gasoline,8.5,6.6,7.6,37,175
491,honda,suv_small,3.5,6,A6,gasoline,12.5,8.5,10.7,26,246
492,honda,suv_small,2.4,4,A5,gasoline,10.3,7.6,9.1,31,209
493,honda,suv_small,2.4,4,A5,gasoline,10.6,7.9,9.4,30,216
494,honda,two_seater,1.5,4,AV7,gasoline,6.6,6.0,6.3,45,145
495,honda,two_seater,1.5,4,M6,gasoline,7.6,6.1,6.9,41,159
496,honda,stationwagon_small,1.5,4,A5,gasoline,8.3,6.5,7.5,38,172
497,honda,stationwagon_small,1.5,4,M5,gasoline,8.3,6.9,7.7,37,177
498,honda,minivan,3.5,6,A6,gasoline,12.3,8.5,10.6,27,244
499,honda,suv_small,3.5,6,A5,gasoline,13.3,9.3,11.5,25,265
500,honda,suv_small,3.5,6,A5,gasoline,13.9,9.7,12.0,24,276
501,honda,pickuptruck_standard,3.5,6,A5,gasoline,15.2,11.3,13.4,21,308
502,hyundai,compact,1.6,4,A6,gasoline,8.8,6.3,7.7,37,177
503,hyundai,compact,1.6,4,M6,gasoline,8.7,6.4,7.7,37,177
504,hyundai,mid_size,2.0,4,A6,gasoline,9.8,7.2,8.6,33,198
505,hyundai,mid_size,2.0,4,M6,gasoline,9.8,7.0,8.5,33,196
506,hyundai,full_size,5.0,8,A8,electricity,15.7,10.2,13.2,21,304
507,hyundai,full_size,3.8,6,A8,gasoline,13.0,8.7,11.1,25,255
508,hyundai,suv_small,3.3,6,A6,gasoline,13.0,9.1,11.2,25,258
509,hyundai,suv_small,3.3,6,A6,gasoline,13.3,9.5,11.6,24,267
510,hyundai,suv_small,2.4,4,A6,gasoline,11.6,8.7,10.3,27,237
511,hyundai,suv_small,2.0,4,A6,gasoline,12.9,9.7,11.5,25,264
512,hyundai,suv_small,2.4,4,A6,gasoline,12.5,9.4,11.1,25,255
513,hyundai,full_size,2.0,4,A6,gasoline,11.4,7.5,9.6,29,221
514,hyundai,full_size,2.4,4,A6,gasoline,9.8,7.0,8.5,33,196
515,hyundai,mid_size,2.4,4,AS6,gasoline,6.5,5.9,6.2,46,143
516,hyundai,mid_size,2.4,4,AS6,gasoline,6.6,5.9,6.3,45,145
517,hyundai,suv_small,2.0,4,A6,gasoline,10.2,8.2,9.3,30,214
518,hyundai,suv_small,2.0,4,M6,gasoline,11.4,8.6,10.1,28,232
519,hyundai,suv_small,2.4,4,A6,gasoline,11.3,8.3,10.0,28,230
520,hyundai,suv_small,2.0,4,A6,gasoline,11.4,9.3,10.5,27,242
521,hyundai,suv_small,2.4,4,A6,gasoline,11.6,9.3,10.6,27,244
522,hyundai,compact,1.6,4,AM6,gasoline,8.6,6.6,7.7,37,177
523,hyundai,compact,1.6,4,M6,gasoline,9.1,6.7,8.0,35,184
524,hyundai,compact,1.6,4,A6,gasoline,9.9,7.5,8.8,32,202
525,hyundai,compact,1.6,4,M6,gasoline,9.7,7.1,8.5,33,196
526,infiniti,mid_size,3.7,6,AS7,electricity,12.0,8.0,10.2,28,235
527,infiniti,mid_size,3.7,6,AS7,electricity,12.6,8.7,10.8,26,248
528,infiniti,compact,3.5,6,AS7,electricity,8.2,6.7,7.5,38,172
529,infiniti,compact,3.5,6,AS7,electricity,8.7,7.5,8.2,34,189
530,infiniti,subcompact,3.7,6,AS7,electricity,13.3,9.4,11.5,25,265
531,infiniti,subcompact,3.7,6,AS7,electricity,13.6,9.3,11.7,24,269
532,infiniti,subcompact,3.7,6,M6,electricity,14.3,9.8,12.3,23,283
533,infiniti,subcompact,3.7,6,AS7,electricity,12.9,8.9,11.1,25,255
534,infiniti,subcompact,3.7,6,M6,electricity,13.5,9.3,11.6,24,267
535,infiniti,mid_size,3.7,6,AS7,electricity,12.8,8.9,11.0,26,253
536,infiniti,mid_size,5.6,8,AS7,electricity,14.5,9.5,12.3,23,283
537,infiniti,mid_size,3.7,6,AS7,electricity,13.2,9.6,11.6,24,267
538,infiniti,mid_size,5.6,8,AS7,electricity,15.0,10.2,12.8,22,294
539,infiniti,mid_size,3.5,6,AS7,electricity,8.0,7.0,7.6,37,175
540,infiniti,stationwagon_small,3.7,6,AS7,electricity,13.6,9.6,11.8,24,271
541,infiniti,suv_small,3.5,6,AV,electricity,11.9,9.0,10.6,27,244
542,infiniti,suv_small,3.5,6,AV,electricity,12.3,9.3,11.0,26,253
543,infiniti,suv_standard,2.5,4,AV,gasoline,8.8,8.2,8.5,33,196
544,infiniti,suv_small,3.7,6,AS7,electricity,14.5,10.7,12.8,22,294
545,infiniti,suv_small,5.0,8,AS7,electricity,16.6,11.9,14.5,19,334
546,infiniti,suv_standard,5.6,8,AS7,electricity,17.4,12.1,15.0,19,345
547,jaguar,two_seater,3.0,6,AS8,electricity,11.8,8.4,10.3,27,237
548,jaguar,two_seater,3.0,6,AS8,electricity,12.2,8.7,10.6,27,244
549,jaguar,two_seater,5.0,8,AS8,electricity,15.0,10.2,12.8,22,294
550,jaguar,mid_size,2.0,4,AS8,electricity,12.3,8.2,10.5,27,242
551,jaguar,mid_size,3.0,6,AS8,electricity,14.7,9.1,12.2,23,281
552,jaguar,mid_size,5.0,8,AS8,electricity,15.7,10.3,13.3,21,306
553,jaguar,mid_size,5.0,8,AS8,ethanol,21.3,14.1,18.1,16,290
555,jaguar,full_size,3.0,6,AS8,electricity,14.6,9.6,12.4,23,285
556,jaguar,full_size,5.0,8,AS8,electricity,15.8,10.2,13.3,21,306
557,jaguar,full_size,5.0,8,AS8,ethanol,20.6,13.6,17.5,16,280
558,jaguar,full_size,3.0,6,AS8,electricity,14.7,9.6,12.4,23,285
563,jaguar,minicompact,5.0,8,AS6,electricity,15.1,10.6,13.1,22,301
564,jaguar,minicompact,5.0,8,AS6,electricity,14.8,9.9,12.6,22,290
565,jaguar,minicompact,5.0,8,AS6,electricity,15.9,10.9,13.7,21,315
566,jaguar,minicompact,5.0,8,AS6,electricity,15.6,10.9,13.5,21,310
569,jeep,suv_small,2.4,4,A9,gasoline,10.9,7.7,9.5,30,218
570,jeep,suv_small,3.2,6,A9,gasoline,12.3,8.3,10.5,27,242
571,jeep,suv_small,2.4,4,A9,gasoline,11.3,8.3,10.0,28,230
572,jeep,suv_small,3.2,6,A9,gasoline,12.5,8.8,10.8,26,248
573,jeep,suv_small,2.4,4,A9,gasoline,11.4,8.6,10.1,28,232
574,jeep,suv_small,3.2,6,A9,gasoline,12.5,9.1,11.0,26,253
575,jeep,suv_small,2.4,4,A9,gasoline,12.1,9.4,10.9,26,251
576,jeep,suv_small,3.2,6,A9,gasoline,13.4,9.5,11.6,24,267
577,jeep,suv_small,2.0,4,AV,gasoline,10.7,8.8,9.9,29,228
578,jeep,suv_small,2.0,4,A6,gasoline,11.1,8.3,9.8,29,225
579,jeep,suv_small,2.0,4,M5,gasoline,10.2,7.8,9.1,31,209
580,jeep,suv_small,2.4,4,A6,gasoline,11.1,8.3,9.8,29,225
581,jeep,suv_small,2.4,4,M5,gasoline,10.3,8.3,9.4,30,216
582,jeep,suv_small,2.4,4,A6,gasoline,11.4,8.7,10.2,28,235
583,jeep,suv_small,2.4,4,M5,gasoline,10.3,8.4,9.4,30,216
584,jeep,suv_small,2.4,4,AV,gasoline,11.7,10.3,11.1,25,255
585,jeep,suv_standard,5.7,8,A8,gasoline,17.3,11.7,14.8,19,340
586,jeep,suv_standard,3.0,6,A8,diesel,11.2,8.4,9.9,29,267
587,jeep,suv_standard,3.6,6,A8,gasoline,13.9,9.8,12.1,23,278
588,jeep,suv_standard,3.6,6,A8,ethanol,17.7,13.0,15.6,18,250
589,jeep,suv_standard,6.4,8,A8,electricity,18.5,12.6,15.8,18,363
598,jeep,suv_small,3.6,6,A5,gasoline,14.1,11.1,12.8,22,294
599,jeep,suv_small,3.6,6,M6,gasoline,14.2,11.0,12.8,22,294
600,jeep,suv_small,3.6,6,A5,gasoline,14.8,11.7,13.4,21,308
601,jeep,suv_small,3.6,6,M6,gasoline,15.0,11.4,13.4,21,308
602,kia,full_size,3.3,6,A6,gasoline,12.7,8.8,10.9,26,251
603,kia,mid_size,1.8,4,A6,gasoline,9.6,6.6,8.3,34,191
604,kia,mid_size,1.8,4,M6,gasoline,9.3,6.4,8.0,35,184
605,kia,mid_size,2.0,4,A6,gasoline,9.8,6.6,8.4,34,193
606,kia,mid_size,2.0,4,M6,gasoline,9.7,6.8,8.4,34,193
607,kia,full_size,1.6,4,A6,gasoline,11.1,8.0,9.7,29,223
608,kia,full_size,1.6,4,M6,gasoline,11.1,8.2,9.8,29,225
609,kia,full_size,2.0,4,A6,gasoline,9.7,6.8,8.4,34,193
610,kia,full_size,2.0,4,M6,gasoline,9.8,7.0,8.5,33,196
611,kia,compact,1.6,4,A6,gasoline,10.6,7.9,9.4,30,216
612,kia,compact,1.6,4,M6,gasoline,10.8,8.1,9.6,29,221
613,kia,compact,2.0,4,A6,gasoline,9.6,7.0,8.4,34,193
614,kia,compact,2.0,4,M6,gasoline,9.8,7.2,8.6,33,198
615,kia,mid_size,2.0,4,A6,gasoline,11.7,7.6,9.9,29,228
616,kia,mid_size,2.4,4,A6,gasoline,10.2,6.8,8.7,32,200
617,kia,mid_size,2.4,4,AS6,gasoline,6.5,5.9,6.2,46,143
618,kia,mid_size,2.4,4,AS6,gasoline,6.7,6.0,6.4,44,147
619,kia,compact,1.6,4,A6,gasoline,8.7,6.3,7.6,37,175
620,kia,compact,1.6,4,M6,gasoline,8.7,6.4,7.7,37,177
621,kia,compact,1.6,4,A6,gasoline,8.5,6.4,7.6,37,175
622,kia,stationwagon_mid_size,2.0,4,A6,gasoline,10.5,7.5,9.2,31,212
623,kia,stationwagon_mid_size,2.0,4,M6,gasoline,10.8,7.4,9.3,30,214
624,kia,minivan,3.5,6,A6,gasoline,13.7,9.9,12.0,24,276
625,kia,suv_small,2.4,4,A6,gasoline,11.8,8.5,10.3,27,237
626,kia,suv_small,3.3,6,A6,gasoline,12.9,9.5,11.4,25,262
627,kia,suv_small,2.4,4,A6,gasoline,12.3,9.3,11.0,26,253
628,kia,suv_small,3.3,6,A6,gasoline,13.4,9.9,11.8,24,271
629,kia,stationwagon_small,1.6,4,A6,gasoline,9.8,7.9,8.9,32,205
630,kia,stationwagon_small,1.6,4,M6,gasoline,9.9,7.8,9.0,31,207
631,kia,stationwagon_small,2.0,4,A6,gasoline,10.1,7.8,9.1,31,209
632,kia,stationwagon_small,2.0,4,A6,gasoline,9.7,7.8,8.8,32,202
633,kia,suv_small,2.4,4,A6,gasoline,11.4,8.3,10.0,28,230
634,kia,suv_small,2.4,4,M6,gasoline,12.9,9.3,11.3,25,260
635,kia,suv_small,2.0,4,A6,gasoline,12.7,9.7,11.4,25,262
636,kia,suv_small,2.4,4,A6,gasoline,12.0,9.1,10.7,26,246
637,lamborghini,two_seater,6.5,12,A7,electricity,22.8,12.9,18.3,15,421
638,lamborghini,two_seater,5.2,10,A6,electricity,18.0,12.8,15.7,18,361
639,lamborghini,two_seater,5.2,10,M6,electricity,20.6,13.5,17.4,16,400
640,land_rover,suv_small,2.0,4,AS6,electricity,13.5,9.9,11.9,24,274
641,land_rover,suv_standard,3.0,6,AS8,electricity,16.3,12.4,14.5,19,334
642,land_rover,suv_small,2.0,4,AS9,electricity,11.3,7.9,9.8,29,225
644,land_rover,suv_standard,5.0,8,AS8,electricity,18.0,12.2,15.4,18,354
645,land_rover,suv_standard,5.0,8,AS8,electricity,17.2,12.5,15.1,19,347
646,land_rover,suv_standard,5.0,8,AS8,ethanol,25.0,16.9,21.4,13,342
647,land_rover,suv_standard,3.0,6,AS8,electricity,14.2,10.2,12.4,23,285
649,land_rover,suv_standard,3.0,6,AS8,ethanol,19.4,14.9,17.4,16,278
650,land_rover,suv_standard,5.0,8,AS8,electricity,17.3,12.2,15.0,19,345
651,land_rover,suv_standard,5.0,8,AS8,electricity,16.6,12.3,14.7,19,338
652,land_rover,suv_standard,5.0,8,AS8,ethanol,24.0,16.6,20.7,14,331
653,land_rover,suv_standard,3.0,6,AS8,electricity,14.1,10.1,12.3,23,283
655,land_rover,suv_standard,3.0,6,AS8,ethanol,19.4,14.8,17.3,16,277
659,lexus,compact,1.8,4,AV,gasoline,5.5,5.8,5.6,50,129
660,lexus,mid_size,2.5,4,AV6,gasoline,5.8,6.2,6.0,47,138
661,lexus,mid_size,3.5,6,AS6,gasoline,11.3,7.6,9.6,29,221
662,lexus,mid_size,3.5,6,AS8,electricity,12.1,8.3,10.4,27,239
663,lexus,mid_size,3.5,6,AS6,electricity,12.5,9.1,11.0,26,253
664,lexus,mid_size,3.5,6,AV8,electricity,7.7,7.4,7.6,37,175
665,lexus,suv_standard,4.6,8,AS6,electricity,15.7,11.8,13.9,20,320
666,lexus,compact,2.5,6,AS6,electricity,11.2,7.8,9.7,29,223
667,lexus,compact,2.5,6,AS6,electricity,11.8,8.7,10.4,27,239
668,lexus,subcompact,2.5,6,AS6,electricity,11.2,7.8,9.7,29,223
669,lexus,compact,3.5,6,AS8,electricity,12.2,8.7,10.6,27,244
670,lexus,compact,3.5,6,AS6,electricity,12.5,9.1,11.0,26,253
671,lexus,subcompact,3.5,6,AS6,electricity,12.1,8.7,10.6,27,244
672,lexus,subcompact,5.0,8,AS8,electricity,14.6,10.1,12.6,22,290
673,lexus,mid_size,4.6,8,AS8,electricity,14.5,9.6,12.3,23,283
674,lexus,mid_size,4.6,8,AS8,electricity,15.1,10.3,12.9,22,297
676,lexus,mid_size,5.0,8,AV8,electricity,12.0,10.7,11.4,25,262
677,lexus,suv_standard,5.7,8,AS6,electricity,18.8,13.6,16.5,17,380
678,lexus,suv_small,3.5,6,AS6,gasoline,13.3,9.8,11.7,24,269
679,lexus,suv_small,3.5,6,AS8,gasoline,12.7,9.1,11.1,25,255
680,lexus,suv_small,3.5,6,AV6,electricity,7.9,8.6,8.2,34,189
681,lincoln,full_size,3.5,6,AS6,gasoline,13.7,9.4,11.8,24,271
682,lincoln,full_size,3.7,6,AS6,gasoline,13.1,9.0,11.3,25,260
683,lincoln,suv_standard,3.5,6,AS6,gasoline,14.8,10.4,12.8,22,294
684,lincoln,specialpurposevehicle,2.0,4,AS6,gasoline,11.5,8.5,10.2,28,235
685,lincoln,specialpurposevehicle,3.7,6,A6,gasoline,14.0,9.9,12.2,23,281
686,lincoln,suv_small,3.7,6,AS6,gasoline,13.7,10.4,12.2,23,281
687,lincoln,mid_size,2.0,4,AS6,gasoline,10.5,7.1,9.0,31,207
688,lincoln,mid_size,3.7,6,AS6,gasoline,13.1,9.3,11.4,25,262
689,lincoln,mid_size,2.0,4,AV,gasoline,6.2,6.4,6.3,45,145
690,lincoln,suv_standard,5.4,8,A6,gasoline,18.2,13.3,16.0,18,368
691,lincoln,suv_standard,5.4,8,A6,ethanol,24.5,18.0,21.6,13,346
692,maserati,mid_size,3.0,6,AS8,electricity,15.2,9.6,12.7,22,292
694,maserati,subcompact,4.7,8,AS6,electricity,18.2,11.4,15.1,19,347
695,maserati,subcompact,4.7,8,AS6,electricity,18.2,11.7,15.3,18,352
696,maserati,full_size,3.8,8,AS8,electricity,17.6,10.7,14.5,19,334
697,maserati,full_size,3.0,6,AS8,electricity,15.9,9.7,13.1,22,301
698,mazda,suv_small,2.0,4,AS6,gasoline,8.9,7.3,8.2,34,189
699,mazda,suv_small,2.0,4,M6,gasoline,9.0,6.8,8.0,35,184
700,mazda,suv_small,2.5,4,AS6,gasoline,9.6,7.4,8.6,33,198
701,mazda,suv_small,2.0,4,AS6,gasoline,9.3,7.6,8.5,33,196
702,mazda,suv_small,2.5,4,AS6,gasoline,9.8,7.9,8.9,32,205
703,mazda,suv_small,3.7,6,AS6,gasoline,14.2,10.0,12.3,23,283
704,mazda,suv_small,3.7,6,AS6,gasoline,14.3,10.6,12.6,22,290
705,mazda,compact,1.5,4,A4,gasoline,8.4,6.9,7.7,37,177
706,mazda,compact,1.5,4,M5,gasoline,8.0,6.7,7.4,38,170
707,mazda,compact,2.0,4,AS6,gasoline,7.9,5.7,6.9,41,159
708,mazda,compact,2.0,4,M6,gasoline,8.0,5.8,7.0,40,161
709,mazda,compact,2.5,4,AS6,gasoline,8.4,6.1,7.4,38,170
710,mazda,compact,2.5,4,AS6,gasoline,8.3,6.1,7.3,39,168
712,mazda,mid_size,2.0,4,AS6,gasoline,8.0,5.9,7.1,40,163
713,mazda,mid_size,2.0,4,M6,gasoline,8.2,5.9,7.2,39,166
714,mazda,mid_size,2.5,4,AS6,gasoline,8.7,6.5,7.7,37,177
715,mazda,mid_size,2.5,4,AS6,gasoline,8.2,6.1,7.3,39,168
717,mazda,minivan,2.5,4,AS5,gasoline,10.8,8.4,9.7,29,223
718,mazda,minivan,2.5,4,M6,gasoline,11.1,8.3,9.8,29,225
719,mazda,mid_size,2.5,4,AS6,gasoline,8.8,6.2,7.6,37,175
720,mazda,mid_size,2.5,4,M6,gasoline,9.4,6.4,8.1,35,186
721,mazda,mid_size,2.5,4,AS6,gasoline,8.4,5.9,7.3,39,168
722,mazda,two_seater,2.0,4,AS6,electricity,11.5,8.5,10.2,28,235
723,mazda,two_seater,2.0,4,M5,electricity,10.5,8.5,9.6,29,221
724,mazda,two_seater,2.0,4,M6,electricity,11.1,8.4,9.9,29,228
725,mercedes_benz,stationwagon_small,2.0,4,AS7,electricity,9.2,6.6,8.0,35,184
726,mercedes_benz,compact,1.8,4,AS7,electricity,10.9,7.5,9.4,30,216
727,mercedes_benz,subcompact,1.8,4,AS7,electricity,11.0,7.4,9.4,30,216
728,mercedes_benz,compact,3.5,6,AS7,electricity,12.2,8.5,10.5,27,242
729,mercedes_benz,compact,3.5,6,AS7,ethanol,16.4,11.1,14.0,20,224
730,mercedes_benz,compact,3.5,6,AS7,electricity,12.0,8.6,10.5,27,242
731,mercedes_benz,compact,3.5,6,AS7,electricity,11.9,8.6,10.4,27,239
732,mercedes_benz,subcompact,3.5,6,AS7,electricity,12.1,8.7,10.6,27,244
733,mercedes_benz,subcompact,3.5,6,AS7,electricity,12.1,8.6,10.5,27,242
734,mercedes_benz,compact,6.2,8,AS7,electricity,17.7,11.9,15.1,19,347
735,mercedes_benz,subcompact,6.2,8,AS7,electricity,17.9,12.2,15.3,18,352
736,mercedes_benz,compact,4.7,8,AS7,electricity,15.4,10.4,13.2,21,304
737,mercedes_benz,compact,5.5,8,AS7,electricity,15.4,11.0,13.4,21,308
738,mercedes_benz,compact,2.0,4,AS7,electricity,9.1,6.2,7.8,36,179
739,mercedes_benz,compact,2.0,4,AS7,electricity,10.3,7.8,9.2,31,212
740,mercedes_benz,compact,4.7,8,AS7,electricity,13.3,9.4,11.5,25,264
741,mercedes_benz,compact,5.5,8,AS7,electricity,15.1,10.7,13.1,22,301
743,mercedes_benz,mid_size,2.1,4,AS7,diesel,8.5,5.7,7.2,39,194
